hrwage,educ,female,fulltimely
10.576923,HS diploma/GED,1,1.0
.,Some college,0,.
.,.,0,.
14.423077,College degree,0,1.0
10.0,HS diploma/GED,1,1.0
33.653847,Some college,0,0.0
.,HS diploma/GED,1,.
.,.,1,.
4.0,Less than HS,1,0.0
14.423077,Graduate degree,1,1.0
.,Graduate degree,1,.
10.419444,Graduate degree,1,0.0
20.838888,College degree,1,0.0
18.75,Some college,0,1.0
19.23077,HS diploma/GED,0,1.0
.,Less than HS,1,.
14.615385,Some college,0,1.0
9.0,Some college,1,0.0
.,.,0,.
.,.,1,.
.,HS diploma/GED,1,.
79.32692,Graduate degree,0,1.0
28.846153,Graduate degree,1,1.0
.,.,0,.
.,Graduate degree,1,.
52.307693,College degree,0,1.0
.,.,1,.
56.73077,Graduate degree,1,1.0
25.2,Graduate degree,0,1.0
12.980769,Less than HS,0,1.0
24.51923,Graduate degree,1,1.0
17.094017,College degree,1,1.0
17.094017,HS diploma/GED,1,1.0
.,Less than HS,1,.
32.692307,HS diploma/GED,0,1.0
9.230769,College degree,1,0.0
43.016193,Graduate degree,1,1.0
0.0,College degree,0,1.0
4.8076925,Some college,0,0.0
.,Less than HS,0,.
.,Graduate degree,1,.
.,.,1,.
21.153847,Graduate degree,0,1.0
.,College degree,1,.
122.377625,College degree,0,1.0
.,.,1,.
.,.,0,.
.,.,0,.
.,Less than HS,1,.
38.095238,Some college,1,1.0
.,Less than HS,0,.
.,Less than HS,1,.
.,Graduate degree,1,.
206.73077,Graduate degree,0,1.0
.,.,1,.
.,.,0,.
.,Some college,0,.
29.67033,College degree,0,0.0
.,College degree,1,.
.,.,0,.
.,.,0,.
58.653847,Some college,0,1.0
17.948717,HS diploma/GED,1,0.0
31.25,College degree,1,1.0
.,HS diploma/GED,1,.
.,.,1,.
24.038462,Graduate degree,1,1.0
.,Graduate degree,0,.
.,.,0,.
.,.,0,.
.,Less than HS,1,.
.,HS diploma/GED,1,.
30.858677,Some college,0,1.0
.,.,1,.
.,HS diploma/GED,1,.
6.610577,HS diploma/GED,1,0.0
19.23077,Some college,0,1.0
16.826923,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
.,.,0,.
16.923077,College degree,1,1.0
88.94231,College degree,0,1.0
.,.,1,.
33.53164,Graduate degree,1,1.0
.,.,1,.
.,.,0,.
22.826086,Some college,1,1.0
19.93007,Some college,0,1.0
.,.,1,.
.,.,1,.
11.057693,HS diploma/GED,0,1.0
58.333332,Graduate degree,1,0.0
15.384615,Some college,1,1.0
15.384615,HS diploma/GED,0,1.0
8.888889,Less than HS,0,0.0
21.634615,HS diploma/GED,0,1.0
6.4102564,HS diploma/GED,1,1.0
.,.,1,.
.,.,1,.
0.0,Less than HS,1,1.0
.,Less than HS,0,.
.,.,1,.
.,.,1,.
.,Graduate degree,1,.
57.692307,Graduate degree,0,1.0
.,.,1,.
.,.,1,.
.,.,1,.
104.8951,Graduate degree,0,1.0
15.384615,Graduate degree,1,1.0
19.711538,Some college,0,1.0
.,Some college,1,.
.,.,1,.
.,Less than HS,1,.
.,Some college,1,.
.,Graduate degree,1,.
7.2115383,HS diploma/GED,1,1.0
11.350781,HS diploma/GED,0,1.0
17.6,Some college,1,1.0
9.615385,College degree,1,1.0
.,Less than HS,1,.
.,Less than HS,0,.
.,College degree,1,.
.,Some college,1,.
4.7590146,HS diploma/GED,1,0.0
.,.,1,.
.,Less than HS,1,.
43.26923,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,.,0,.
15.384615,HS diploma/GED,1,1.0
28.649921,Some college,0,1.0
13.333333,HS diploma/GED,1,0.0
.,Less than HS,0,.
.,.,1,.
28.846153,College degree,0,1.0
15.0,Some college,1,0.0
.,.,0,.
.,.,0,.
.,Less than HS,0,.
.,Less than HS,1,.
24.038462,Graduate degree,1,1.0
24.038462,Graduate degree,0,1.0
.,.,1,.
.,.,1,.
.,Some college,0,.
15.384615,HS diploma/GED,1,1.0
2.7272727,Some college,1,0.0
.,Some college,1,.
0.0,Graduate degree,0,1.0
11.057693,Some college,0,1.0
17.094017,Some college,1,1.0
7.7608695,Some college,0,1.0
.,Some college,1,.
.,Some college,0,.
.,Some college,0,.
.,HS diploma/GED,0,.
11.71875,Less than HS,0,0.0
8.173077,Less than HS,1,1.0
.,Less than HS,1,.
.,Less than HS,1,.
7.25,Graduate degree,1,1.0
144.23077,Graduate degree,0,1.0
.,Some college,1,.
32.932693,Some college,0,1.0
.,Some college,1,.
7.2,HS diploma/GED,1,0.0
.,Some college,0,.
.,HS diploma/GED,1,.
13.076923,Less than HS,1,1.0
12.158054,College degree,1,1.0
.,Less than HS,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
.,Less than HS,1,.
6.6666665,College degree,0,0.0
75.0,HS diploma/GED,1,0.0
.,.,1,.
.,.,0,.
43.47826,HS diploma/GED,0,1.0
.,.,0,.
14.423077,Some college,1,1.0
.,Less than HS,1,.
.,.,1,.
.,.,1,.
19.23077,Less than HS,0,1.0
.,Some college,1,.
9.259259,HS diploma/GED,1,0.0
7.2,HS diploma/GED,1,0.0
.,Some college,0,.
.,Graduate degree,1,.
48.076923,Graduate degree,0,1.0
.,Less than HS,0,.
.,Some college,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
17.548077,Some college,0,1.0
31.25,College degree,1,1.0
12.5,HS diploma/GED,0,1.0
.,.,1,.
.,.,0,.
.,.,1,.
62.5,Graduate degree,0,1.0
53.125,Graduate degree,1,1.0
.,.,1,.
.,.,1,.
0.0,Graduate degree,0,1.0
.,College degree,1,.
.,Some college,1,.
30.448717,Graduate degree,0,1.0
.,Some college,1,.
.,.,1,.
.,.,1,.
.,.,1,.
.,HS diploma/GED,1,.
25.0,HS diploma/GED,0,1.0
0.0,Less than HS,0,0.0
4.43787,Less than HS,0,1.0
.,Less than HS,1,.
.,Less than HS,1,.
.,Less than HS,1,.
.,Less than HS,1,.
.,Graduate degree,1,.
.,HS diploma/GED,1,.
10.576923,HS diploma/GED,0,0.0
9.943182,Some college,0,0.0
11.538462,HS diploma/GED,1,1.0
0.0,Some college,0,1.0
38.46154,Graduate degree,1,1.0
317.12964,Graduate degree,1,0.0
76.19206,Graduate degree,0,1.0
.,Graduate degree,1,.
24.038462,Some college,0,1.0
9.833333,Some college,0,0.0
11.666667,Some college,1,0.0
24.038462,Graduate degree,1,0.0
48.076923,College degree,0,1.0
.,.,1,.
16.826923,Less than HS,0,1.0
8.653846,Less than HS,1,1.0
.,.,0,.
.,.,0,.
.,.,1,.
.,HS diploma/GED,0,.
10.256411,Less than HS,1,0.0
.,.,0,.
.,.,0,.
.,.,0,.
.,.,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
34.615383,HS diploma/GED,0,1.0
14.423077,HS diploma/GED,1,1.0
.,Graduate degree,1,.
25.824175,Some college,0,1.0
.,Some college,1,.
40.865383,Graduate degree,1,1.0
.,Some college,0,.
13.942307,Some college,1,1.0
26.442308,Some college,0,1.0
.,Less than HS,1,.
.,.,1,.
.,.,1,.
57.692307,HS diploma/GED,0,1.0
0.0,College degree,1,0.0
.,.,1,.
.,.,1,.
.,HS diploma/GED,1,.
33.173077,HS diploma/GED,0,1.0
.,Some college,0,.
.,College degree,1,.
.,Graduate degree,0,.
16.826923,HS diploma/GED,0,1.0
12.5,HS diploma/GED,1,1.0
8.653846,College degree,1,1.0
0.0,Some college,1,1.0
.,Some college,1,.
16.826923,Some college,0,1.0
15.384615,Some college,0,1.0
.,.,0,.
.,Less than HS,1,.
39.231155,Graduate degree,1,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
6.25,HS diploma/GED,1,0.0
0.0,HS diploma/GED,0,1.0
.,College degree,1,.
2.7777777,Graduate degree,1,0.0
18.26923,College degree,1,1.0
11.057693,HS diploma/GED,0,0.0
24.038462,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
9.615385,Some college,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
25.0,College degree,1,1.0
25.0,College degree,1,1.0
67.30769,Graduate degree,1,1.0
.,.,0,.
.,College degree,1,.
12.145749,Some college,1,1.0
.,.,1,.
44.444443,College degree,0,1.0
19.23077,Some college,1,0.0
3.8461537,Less than HS,0,0.0
5.769231,Some college,0,0.0
.,Less than HS,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
0.0,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
.,.,1,.
75.091576,Graduate degree,0,1.0
.,Some college,1,.
.,Some college,0,.
.,HS diploma/GED,1,.
.,.,1,.
.,.,0,.
.,HS diploma/GED,1,.
9.615385,Some college,1,1.0
48.076923,Some college,0,1.0
0.0,College degree,1,1.0
15.110439,Graduate degree,0,1.0
.,Some college,0,.
0.0,HS diploma/GED,0,0.0
.,HS diploma/GED,1,.
44.55128,College degree,1,1.0
16.826923,HS diploma/GED,1,1.0
.,.,1,.
40.865383,College degree,1,1.0
23.295454,HS diploma/GED,1,1.0
.,Some college,1,.
.,Less than HS,1,.
20.340237,HS diploma/GED,0,1.0
27.736687,Some college,1,1.0
.,.,0,.
.,HS diploma/GED,1,.
39.903847,Graduate degree,1,1.0
48.076923,College degree,0,1.0
11.607142,HS diploma/GED,1,0.0
5.669643,Less than HS,0,0.0
.,.,0,.
.,Less than HS,1,.
.,HS diploma/GED,0,.
10.448979,College degree,1,0.0
12.5,Graduate degree,1,1.0
.,Less than HS,1,.
.,HS diploma/GED,0,.
6.730769,HS diploma/GED,1,1.0
.,.,0,.
.,.,1,.
33.654808,College degree,1,1.0
0.0,Some college,0,0.0
20.192308,HS diploma/GED,1,1.0
.,Less than HS,0,.
.,.,0,.
.,Graduate degree,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,Some college,1,.
35.714287,Some college,0,1.0
99.35897,Some college,0,1.0
13.888889,College degree,1,0.0
10.0,Less than HS,1,0.0
5.8333335,Less than HS,0,0.0
.,HS diploma/GED,0,.
.,.,1,.
2.6470587,College degree,0,1.0
.,Less than HS,1,.
144.23077,College degree,0,1.0
10.096154,College degree,0,1.0
0.0,Graduate degree,1,1.0
.,.,0,.
0.0,College degree,0,0.0
.,Less than HS,1,.
.,HS diploma/GED,0,.
52.0,Graduate degree,0,1.0
28.846153,Graduate degree,1,1.0
37.2549,College degree,1,1.0
16.31579,College degree,1,1.0
19.23077,Some college,0,1.0
.,Some college,1,.
.,.,0,.
.,.,0,.
32.05128,Graduate degree,0,1.0
21.829521,College degree,1,1.0
28.40909,College degree,0,1.0
.,.,1,.
11.538462,HS diploma/GED,0,1.0
16.02564,HS diploma/GED,1,1.0
0.0,College degree,1,1.0
123.55769,Graduate degree,0,1.0
.,Less than HS,1,.
.,.,0,.
.,HS diploma/GED,1,.
37.5,Some college,0,1.0
32.065216,College degree,1,1.0
.,.,1,.
.,HS diploma/GED,1,.
0.0,Less than HS,0,1.0
10.576923,Less than HS,1,0.0
.,.,0,.
.,Less than HS,0,.
19.23077,Less than HS,0,1.0
.,Less than HS,1,.
.,.,0,.
.,.,1,.
10.0,Less than HS,1,1.0
.,Less than HS,1,.
48.076923,Graduate degree,1,1.0
.,College degree,0,.
40.96154,Some college,0,1.0
20.458265,College degree,1,1.0
.,.,1,.
.,.,1,.
.,.,1,.
0.0,HS diploma/GED,1,1.0
46.923077,College degree,1,1.0
26.282051,Graduate degree,1,1.0
.,HS diploma/GED,1,.
0.0,Less than HS,1,1.0
.,HS diploma/GED,0,.
.,Less than HS,1,.
.,.,1,.
.,Less than HS,0,.
.,Less than HS,1,.
45.673077,College degree,0,1.0
.,College degree,1,.
.,HS diploma/GED,0,.
27.884615,Some college,1,1.0
.,.,0,.
.,.,1,.
.,HS diploma/GED,1,.
.,.,0,.
.,.,1,.
.,.,1,.
.,College degree,1,.
0.0,Graduate degree,0,1.0
9.857142,Graduate degree,1,0.0
.,.,0,.
.,.,0,.
10.256411,HS diploma/GED,0,1.0
21.634615,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
.,Some college,1,.
28.846153,Graduate degree,1,1.0
9.615385,Some college,1,1.0
24.038462,Some college,0,1.0
.,Less than HS,1,.
13.341435,College degree,0,1.0
.,Some college,1,.
55.592045,Some college,0,1.0
.,Less than HS,0,.
12.5,HS diploma/GED,1,1.0
8.653846,Less than HS,0,1.0
.,College degree,0,.
30.76923,College degree,0,1.0
0.0,College degree,1,0.0
.,.,1,.
.,.,0,.
36.057693,Some college,0,1.0
.,Less than HS,1,.
0.0,HS diploma/GED,1,1.0
29.807692,HS diploma/GED,0,1.0
43.26923,College degree,1,1.0
28.846153,Some college,0,1.0
10.817307,Some college,0,0.0
20.979021,Graduate degree,1,1.0
0.0,Graduate degree,0,1.0
6.6666665,Less than HS,0,0.0
.,.,0,.
20.432692,College degree,1,1.0
.,HS diploma/GED,1,.
40.0,College degree,0,1.0
29.411764,College degree,1,1.0
.,Some college,1,.
4.0,Less than HS,0,0.0
3.6057692,Some college,1,0.0
23.776224,Some college,0,1.0
18.75,College degree,1,1.0
16.826923,HS diploma/GED,0,1.0
32.05128,College degree,1,0.0
.,.,1,.
16.628874,College degree,0,0.0
19.23077,College degree,1,1.0
39.0625,College degree,0,0.0
.,HS diploma/GED,0,.
11.574074,Some college,1,1.0
9.642858,Less than HS,0,1.0
11.538462,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
12.5,Some college,1,1.0
.,.,0,.
0.0,Some college,1,0.0
.,Less than HS,0,.
16.826923,HS diploma/GED,0,1.0
19.23077,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
18.75,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
13.017307,Some college,1,0.0
.,Graduate degree,1,.
.,College degree,0,.
9.663462,College degree,0,0.0
9.134615,College degree,0,1.0
13.942307,College degree,1,1.0
16.826923,College degree,0,1.0
.,College degree,0,.
.,College degree,1,.
23.076923,College degree,0,1.0
.,.,0,.
.,.,0,.
.,.,1,.
24.038462,College degree,0,1.0
14.423077,HS diploma/GED,0,1.0
19.23077,HS diploma/GED,1,1.0
38.46154,HS diploma/GED,0,1.0
43.956043,Graduate degree,1,1.0
.,.,0,.
.,.,0,.
39.423077,HS diploma/GED,0,1.0
43.26923,College degree,1,1.0
.,.,0,.
21.794872,HS diploma/GED,1,0.0
.,.,1,.
.,.,0,.
.,.,1,.
.,HS diploma/GED,0,.
13.461538,HS diploma/GED,0,1.0
10.0,Some college,1,0.0
.,.,1,.
.,Graduate degree,0,.
84.13461,Graduate degree,1,1.0
9.555555,HS diploma/GED,0,0.0
4.7058825,Less than HS,1,0.0
13.326923,Graduate degree,0,1.0
.,Some college,1,.
.,Some college,1,.
15.374331,HS diploma/GED,0,0.0
10.216346,HS diploma/GED,1,0.0
.,Some college,1,.
9.615385,Some college,0,1.0
10.487916,College degree,1,1.0
.,.,0,.
.,.,1,.
.,Some college,1,.
14.423077,Some college,1,1.0
21.634615,Graduate degree,1,1.0
23.798077,Graduate degree,0,1.0
.,.,0,.
.,.,0,.
.,College degree,1,.
26.442308,College degree,0,1.0
.,College degree,1,.
.,Less than HS,1,.
120.19231,Graduate degree,0,1.0
25.240385,College degree,1,0.0
.,.,0,.
.,.,0,.
.,Some college,0,.
.,Less than HS,0,.
.,Some college,0,.
.,Less than HS,1,.
.,Some college,1,.
13.416816,HS diploma/GED,0,1.0
.,HS diploma/GED,0,.
37.5,Graduate degree,0,1.0
480.76923,Graduate degree,1,1.0
.,.,1,.
.,.,0,.
0.0,HS diploma/GED,1,0.0
52.63158,College degree,0,1.0
.,Less than HS,0,.
7.5,HS diploma/GED,0,1.0
39.473682,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
.,College degree,1,.
.,College degree,0,.
8.571428,College degree,0,1.0
3.6923077,Less than HS,0,0.0
.,Less than HS,1,.
31.25,College degree,0,1.0
23.026316,College degree,1,1.0
.,HS diploma/GED,0,.
61.0,Graduate degree,0,1.0
.,Graduate degree,1,.
.,Some college,1,.
.,College degree,0,.
.,Some college,1,.
24.038462,HS diploma/GED,0,1.0
36.057693,Graduate degree,1,1.0
.,.,0,.
77.5,Graduate degree,1,0.0
19.711538,Graduate degree,0,1.0
.,Some college,1,.
.,HS diploma/GED,0,.
12.820513,Graduate degree,1,1.0
18.589743,College degree,1,1.0
.,.,1,.
.,.,1,.
17.788462,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,1,.
.,.,1,.
.,.,1,.
7.2115383,Some college,1,0.0
.,Less than HS,0,.
.,Less than HS,1,.
.,Some college,0,.
.,HS diploma/GED,0,.
.,Some college,0,.
.,Some college,1,.
11.538462,College degree,0,1.0
15.384615,HS diploma/GED,1,1.0
38.46154,Some college,0,1.0
.,Some college,1,.
.,College degree,1,.
26.373627,HS diploma/GED,0,1.0
.,HS diploma/GED,0,.
25.961538,HS diploma/GED,1,1.0
.,.,0,.
18.491125,Some college,0,1.0
.,Some college,1,.
44.871796,Graduate degree,0,1.0
.,Graduate degree,1,.
28.846153,College degree,0,1.0
43.26923,Some college,1,1.0
0.0,College degree,1,0.0
21.634615,College degree,0,1.0
3.2051282,HS diploma/GED,1,0.0
8.0,HS diploma/GED,0,1.0
0.0,Some college,1,0.0
28.846153,College degree,0,1.0
12.019231,College degree,0,1.0
48.076923,Graduate degree,0,1.0
48.076923,HS diploma/GED,1,1.0
.,.,0,.
.,.,1,.
9.027778,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Some college,1,.
31.25,College degree,0,1.0
62.5,College degree,1,1.0
13.1,Some college,0,0.0
.,Less than HS,0,.
.,.,0,.
3.75,HS diploma/GED,0,0.0
7.2115383,HS diploma/GED,1,1.0
0.0,College degree,0,0.0
15.144231,Graduate degree,1,1.0
.,Less than HS,0,.
.,.,1,.
.,.,0,.
.,Some college,0,.
.,Less than HS,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
28.846153,Some college,0,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
21.634615,College degree,1,1.0
14.423077,Some college,1,0.0
.,Graduate degree,1,.
.,Graduate degree,0,.
5.2083335,Some college,0,0.0
.,College degree,1,.
41.20879,HS diploma/GED,0,1.0
.,.,1,.
.,HS diploma/GED,0,.
.,Less than HS,0,.
.,HS diploma/GED,0,.
.,Less than HS,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
34.615383,Some college,0,1.0
22.35577,Some college,1,1.0
.,.,0,.
.,.,0,.
.,.,0,.
.,Less than HS,0,.
9.230769,HS diploma/GED,0,0.0
.,HS diploma/GED,1,.
.,.,0,.
.,.,1,.
.,Less than HS,0,.
.,College degree,0,.
.,HS diploma/GED,1,.
7.6923075,HS diploma/GED,1,1.0
12.0,Some college,1,1.0
.,HS diploma/GED,0,.
.,.,0,.
.,.,1,.
19.0,Some college,1,0.0
.,.,0,.
.,.,0,.
17.307692,HS diploma/GED,0,1.0
12.0,HS diploma/GED,1,0.0
.,Less than HS,0,.
.,HS diploma/GED,1,.
26.442308,HS diploma/GED,0,1.0
7.6923075,HS diploma/GED,1,1.0
.,College degree,1,.
8.590909,College degree,1,0.0
20.512821,Some college,0,0.0
33.653847,Graduate degree,1,0.0
33.653847,College degree,0,1.0
4.8076925,Less than HS,1,1.0
74.275,Graduate degree,1,0.0
128.20512,Graduate degree,0,1.0
.,.,0,.
.,.,1,.
13.221154,Less than HS,1,0.0
5.6410255,HS diploma/GED,0,0.0
39.903847,Graduate degree,1,1.0
.,HS diploma/GED,1,.
0.0,Some college,0,1.0
25.0,Some college,1,1.0
.,Some college,0,.
0.0,Graduate degree,1,0.0
.,Less than HS,1,.
.,HS diploma/GED,1,.
.,Some college,1,.
.,.,1,.
.,.,1,.
.,.,0,.
8.333333,Less than HS,0,1.0
3.1196582,College degree,0,1.0
0.0,Some college,0,0.0
106.83761,College degree,1,1.0
9.0,Some college,1,1.0
.,.,0,.
.,.,0,.
.,.,0,.
25.412088,College degree,0,1.0
.,Some college,1,.
.,.,1,.
.,.,1,.
.,.,0,.
16.346153,HS diploma/GED,0,1.0
.,Less than HS,1,.
15.0,HS diploma/GED,0,1.0
12.5,HS diploma/GED,1,0.0
43.26923,College degree,0,1.0
.,HS diploma/GED,1,.
26.442308,Less than HS,0,1.0
36.057693,College degree,1,1.0
72.11539,College degree,0,1.0
32.967033,College degree,1,1.0
19.23077,College degree,1,1.0
.,HS diploma/GED,0,.
20.192308,HS diploma/GED,1,0.0
.,HS diploma/GED,0,.
0.0,College degree,0,1.0
.,College degree,1,.
37.5,HS diploma/GED,0,1.0
24.038462,Some college,1,1.0
.,HS diploma/GED,0,.
.,.,1,.
.,HS diploma/GED,1,.
12.393163,College degree,0,1.0
6.730769,Graduate degree,1,1.0
.,Some college,0,.
.,.,0,.
.,.,0,.
4.945055,HS diploma/GED,1,1.0
5.0,HS diploma/GED,0,0.0
.,.,0,.
16.534391,Graduate degree,1,1.0
2.7644231,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,Less than HS,0,.
.,HS diploma/GED,0,.
.,Less than HS,1,.
0.0,Less than HS,0,1.0
11.538462,Less than HS,1,0.0
.,.,0,.
.,HS diploma/GED,0,.
6.7064815,HS diploma/GED,1,0.0
8.01282,HS diploma/GED,1,1.0
24.038462,HS diploma/GED,0,1.0
.,Some college,1,.
.,Some college,1,.
11.057693,Some college,1,1.0
.,College degree,0,.
.,Less than HS,0,.
.,.,1,.
.,Less than HS,1,.
10.432693,HS diploma/GED,1,1.0
.,.,0,.
.,.,0,.
110.0,Graduate degree,1,1.0
38.46154,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
37.5,College degree,0,1.0
.,Less than HS,1,.
8.557693,HS diploma/GED,0,1.0
.,Some college,0,.
100.0,College degree,1,0.0
26.709402,College degree,1,1.0
.,.,1,.
.,.,0,.
.,College degree,1,.
80.41958,College degree,0,1.0
.,.,0,.
.,.,0,.
.,Less than HS,1,.
.,Less than HS,0,.
10.576923,Less than HS,1,1.0
13.701923,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
14.423077,HS diploma/GED,0,1.0
17.788462,HS diploma/GED,1,1.0
36.53846,Graduate degree,1,1.0
.,HS diploma/GED,0,.
.,Some college,0,.
35.164837,HS diploma/GED,1,1.0
20.833334,HS diploma/GED,0,1.0
12.244898,HS diploma/GED,1,1.0
.,.,1,.
.,.,0,.
49.45055,College degree,0,1.0
24.038462,Less than HS,1,1.0
.,.,1,.
.,.,0,.
.,.,1,.
.,Less than HS,0,.
.,Less than HS,1,.
13.313609,College degree,1,1.0
.,Some college,1,.
.,HS diploma/GED,0,.
.,Less than HS,0,.
.,.,1,.
28.846153,Graduate degree,1,1.0
14.423077,Some college,0,1.0
20.673077,Some college,1,1.0
25.0,Graduate degree,1,1.0
12.5,Some college,0,1.0
.,.,1,.
.,.,0,.
.,College degree,1,.
52.884617,Some college,0,1.0
.,Less than HS,0,.
6.976744,Some college,1,1.0
12.5,Some college,0,1.0
.,.,0,.
.,.,1,.
.,.,0,.
.,.,1,.
12.087913,Graduate degree,1,1.0
.,Less than HS,0,.
.,Less than HS,0,.
.,.,1,.
.,Graduate degree,1,.
12.019231,College degree,1,1.0
.,College degree,1,.
52.884617,Graduate degree,0,1.0
24.038462,College degree,1,1.0
.,College degree,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
.,Some college,0,.
40.865383,HS diploma/GED,0,1.0
0.0,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,Some college,1,.
9.0,HS diploma/GED,1,1.0
7.246377,Less than HS,0,0.0
.,.,0,.
57.692307,College degree,0,1.0
.,College degree,1,.
.,.,0,.
.,.,0,.
22.435898,Some college,1,0.0
25.147928,HS diploma/GED,0,1.0
.,Some college,0,.
.,Less than HS,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,.,1,.
14.690171,Some college,1,1.0
18.809286,HS diploma/GED,0,1.0
.,College degree,1,.
18.26923,Some college,0,1.0
12.820513,Some college,1,1.0
9.6,Less than HS,1,0.0
.,.,1,.
.,HS diploma/GED,0,.
9.109312,College degree,1,0.0
14.285714,College degree,0,1.0
45.54656,Graduate degree,1,1.0
64.10256,College degree,0,0.0
.,.,0,.
.,.,1,.
.,.,0,.
0.0,Less than HS,1,1.0
7.3846154,Less than HS,0,0.0
.,College degree,0,.
.,College degree,1,.
21.634615,Some college,1,1.0
.,Some college,1,.
.,HS diploma/GED,1,.
.,Less than HS,0,.
15.384615,HS diploma/GED,0,1.0
.,.,0,.
.,Graduate degree,1,.
.,Some college,0,.
46.875,Graduate degree,1,0.0
19.23077,College degree,0,1.0
.,Less than HS,0,.
.,.,0,.
.,.,1,.
45.192307,Graduate degree,1,1.0
11.217949,HS diploma/GED,1,1.0
22.559172,Graduate degree,1,1.0
7.397189,College degree,0,1.0
.,.,0,.
30.192308,College degree,1,1.0
.,College degree,0,.
.,Some college,1,.
.,Less than HS,0,.
.,.,1,.
34.85577,College degree,1,0.0
33.333332,Some college,0,1.0
.,.,0,.
17.307692,Some college,0,1.0
4.6296296,Some college,1,1.0
.,.,0,.
63.77551,College degree,1,1.0
0.0,HS diploma/GED,0,1.0
0.0,College degree,1,1.0
48.076923,Some college,1,0.0
.,.,0,.
22.115385,College degree,1,1.0
7.2115383,College degree,1,1.0
.,.,1,.
.,Less than HS,1,.
4.0384617,HS diploma/GED,1,1.0
10.576923,Some college,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
6.875,Less than HS,0,1.0
9.333333,Some college,1,0.0
.,Less than HS,0,.
.,.,0,.
19.642857,College degree,1,1.0
15.625,College degree,1,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
10.096154,HS diploma/GED,1,1.0
12.019231,HS diploma/GED,0,1.0
.,College degree,0,.
.,College degree,1,.
.,College degree,1,.
63.46154,College degree,1,1.0
46.153847,Some college,0,1.0
.,.,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,Graduate degree,0,.
.,Graduate degree,1,.
48.71795,College degree,1,1.0
0.0,Some college,0,0.0
.,.,0,.
10.416667,HS diploma/GED,1,1.0
.,College degree,1,.
7.25,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
19.23077,HS diploma/GED,0,1.0
.,Less than HS,1,.
48.076923,HS diploma/GED,0,1.0
0.0,Less than HS,0,1.0
.,Less than HS,1,.
.,.,0,.
.,.,1,.
0.0,Less than HS,0,1.0
.,Some college,1,.
.,.,0,.
.,.,1,.
22.115385,College degree,0,1.0
25.096153,College degree,1,1.0
106.666664,Graduate degree,1,0.0
.,Graduate degree,0,.
.,HS diploma/GED,0,.
33.653847,Graduate degree,1,1.0
22.435898,Graduate degree,1,1.0
.,Some college,1,.
13.736263,Some college,1,1.0
.,.,0,.
.,.,0,.
.,.,0,.
.,Less than HS,0,.
16.483517,Less than HS,0,1.0
60.0,Graduate degree,0,0.0
18.0,Graduate degree,0,1.0
25.961538,Some college,0,1.0
19.23077,Less than HS,1,1.0
.,.,1,.
.,.,1,.
.,Some college,1,.
.,Graduate degree,1,.
.,HS diploma/GED,0,.
15.632653,Some college,0,1.0
.,HS diploma/GED,0,.
33.653847,HS diploma/GED,0,1.0
0.0,HS diploma/GED,0,1.0
10.576923,College degree,1,1.0
0.028846154,Some college,1,1.0
0.0,HS diploma/GED,0,1.0
0.0,Graduate degree,1,1.0
.,.,0,.
0.0,HS diploma/GED,0,1.0
46.22781,Graduate degree,1,1.0
.,.,0,.
8.653846,Less than HS,0,1.0
14.423077,HS diploma/GED,1,1.0
.,Less than HS,0,.
.,Less than HS,0,.
